github_path,raw_url,sha,local_path,filename,section,last_synced_at,sitemap_lastmod
docs/User Guide/brazeai/generative_ai/copywriting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/generative_ai/copywriting/index.md,3ab5a9c773d29486590353157315a992694ebb25,braze_user_guide_md/docs/User Guide/brazeai/generative_ai/copywriting/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-21T18:06:20+00:00
docs/User Guide/brazeai/generative_ai/images/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/generative_ai/images/index.md,4cd1ca5df49811c1dba68c0cf77d0d23ac17a20d,braze_user_guide_md/docs/User Guide/brazeai/generative_ai/images/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-26T19:02:29+00:00
docs/User Guide/brazeai/generative_ai/liquid/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/generative_ai/liquid/index.md,d17ff3336fd56e6597785c29eddaa74a98b17f11,braze_user_guide_md/docs/User Guide/brazeai/generative_ai/liquid/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-08T19:30:58+00:00
docs/User Guide/brazeai/generative_ai/sql_queries/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/generative_ai/sql_queries/index.md,fd8c15dcecc1c425a16d0c393030821bf6810862,braze_user_guide_md/docs/User Guide/brazeai/generative_ai/sql_queries/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-11T15:58:01+00:00
docs/User Guide/brazeai/generative_ai/sql_segment_extensions/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/generative_ai/sql_segment_extensions/index.md,b3161cb5e6ad0bf255fefa5ca7e28690358ab84d,braze_user_guide_md/docs/User Guide/brazeai/generative_ai/sql_segment_extensions/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-26T19:02:29+00:00
docs/User Guide/brazeai/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/index.md,8e2880efeeec75f7558a6bbdc7ddb0dee1cb95f3,braze_user_guide_md/docs/User Guide/brazeai/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-24T01:53:08+00:00
docs/User Guide/brazeai/intelligence_suite/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/intelligence_suite/index.md,107591ef0b2217fbc14b775fb617afc525725a06,braze_user_guide_md/docs/User Guide/brazeai/intelligence_suite/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/intelligence_suite/intelligent_channel/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/intelligence_suite/intelligent_channel/index.md,b66779680c32690e2273289828ebba9781966c61,braze_user_guide_md/docs/User Guide/brazeai/intelligence_suite/intelligent_channel/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-21T17:03:13+00:00
docs/User Guide/brazeai/intelligence_suite/intelligent_selection/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/intelligence_suite/intelligent_selection/index.md,26c93b81450b0aed6e951f161f36008aac232355,braze_user_guide_md/docs/User Guide/brazeai/intelligence_suite/intelligent_selection/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/intelligence_suite/intelligent_timing/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/intelligence_suite/intelligent_timing/index.md,3b2f69cd843cc6fd580f42bbefe4688259d07fa0,braze_user_guide_md/docs/User Guide/brazeai/intelligence_suite/intelligent_timing/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-20T22:15:10+00:00
docs/User Guide/brazeai/intelligence_suite/use_case/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/intelligence_suite/use_case/index.md,d33a2eff57cd3e63dbd973360e4927868323998a,braze_user_guide_md/docs/User Guide/brazeai/intelligence_suite/use_case/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-18T23:26:39+00:00
docs/User Guide/brazeai/item_recommendations/creating_recommendations/ai/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/item_recommendations/creating_recommendations/ai/index.md,2d358d07dd3e72d5d15e9f2f987bc32e510efb32,braze_user_guide_md/docs/User Guide/brazeai/item_recommendations/creating_recommendations/ai/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-11T15:58:01+00:00
docs/User Guide/brazeai/item_recommendations/creating_recommendations/rules_based/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/item_recommendations/creating_recommendations/rules_based/index.md,e63a446f01b31e9d00fe06c11b4e4c98b6a1c1fa,braze_user_guide_md/docs/User Guide/brazeai/item_recommendations/creating_recommendations/rules_based/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-11T15:58:01+00:00
docs/User Guide/brazeai/item_recommendations/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/item_recommendations/index.md,9c5848107c877c0ffbea6046e7a463cf56bebf89,braze_user_guide_md/docs/User Guide/brazeai/item_recommendations/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-30T19:07:22+00:00
docs/User Guide/brazeai/item_recommendations/use_case/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/item_recommendations/use_case/index.md,b161001454cef08a9c4189649b7aa850b6103ddb,braze_user_guide_md/docs/User Guide/brazeai/item_recommendations/use_case/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/item_recommendations/using_recommendations/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/item_recommendations/using_recommendations/index.md,886ce60456dfbbcac6b509bb2ba0168c5bf0eb4c,braze_user_guide_md/docs/User Guide/brazeai/item_recommendations/using_recommendations/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/brazeai/item_recommendations/viewing_analytics/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/item_recommendations/viewing_analytics/index.md,87bd3c86a9931940d5010e49f9c459f3d580cfe3,braze_user_guide_md/docs/User Guide/brazeai/item_recommendations/viewing_analytics/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/brazeai/mcp_server/available_api_functions/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/mcp_server/available_api_functions/index.md,d29bd2f6dd7415cbdd5f8f9f1a3fbfb60d8d6285,braze_user_guide_md/docs/User Guide/brazeai/mcp_server/available_api_functions/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-12T17:19:55+00:00
docs/User Guide/brazeai/mcp_server/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/mcp_server/index.md,73a75435f1aa0d10a85f2ed9b97edbba17611927,braze_user_guide_md/docs/User Guide/brazeai/mcp_server/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-12T17:19:55+00:00
docs/User Guide/brazeai/mcp_server/setup/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/mcp_server/setup/index.md,e39869dadd21cde4722d438eca557ba6f7a7c6d7,braze_user_guide_md/docs/User Guide/brazeai/mcp_server/setup/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-12T17:19:55+00:00
docs/User Guide/brazeai/mcp_server/usage/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/mcp_server/usage/index.md,e6926e760099d21383ed8798a213e2d5e61b760d,braze_user_guide_md/docs/User Guide/brazeai/mcp_server/usage/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-18T19:11:44+00:00
docs/User Guide/brazeai/operator/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/operator/index.md,27e8f2491f5649eeedea4439fa430eac4ffe9bab,braze_user_guide_md/docs/User Guide/brazeai/operator/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-29T21:00:54+00:00
docs/User Guide/brazeai/operator/reviewing_actions/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/operator/reviewing_actions/index.md,b628d827d47e69a3975936641053b8a51576e610,braze_user_guide_md/docs/User Guide/brazeai/operator/reviewing_actions/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-10T19:33:31+00:00
docs/User Guide/brazeai/operator/support_tickets/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/operator/support_tickets/index.md,a7e5a15fcdbbbbca8b67a15ca3144b4ee85d5a96,braze_user_guide_md/docs/User Guide/brazeai/operator/support_tickets/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-16T17:03:32+00:00
docs/User Guide/brazeai/operator/troubleshooting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/operator/troubleshooting/index.md,b3299f5a1a265826440276e0fef9326e933eb329,braze_user_guide_md/docs/User Guide/brazeai/operator/troubleshooting/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/brazeai/predictive_suite/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/index.md,fb129217cd1eb394026f964faab0aedda5ee52bd,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_churn/analytics/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_churn/analytics/index.md,9469206db12b874caaef4905c00616dc86fc93bb,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_churn/analytics/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_churn/creating_a_churn_prediction/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_churn/creating_a_churn_prediction/index.md,12c496dc3ce54a93035717f4cf8c88210b1ba112,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_churn/creating_a_churn_prediction/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-30T19:07:22+00:00
docs/User Guide/brazeai/predictive_suite/predictive_churn/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_churn/index.md,35e5f3ca294f63f533f05aa7712d9fa3ae08bd10,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_churn/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_churn/messaging_users/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_churn/messaging_users/index.md,254e80806c093df9088d7786f4ce43943283dc40,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_churn/messaging_users/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-23T19:00:46+00:00
docs/User Guide/brazeai/predictive_suite/predictive_churn/troubleshooting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_churn/troubleshooting/index.md,4ea3befadec954d7fa88f0d50d64cc2539db97a2,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_churn/troubleshooting/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_churn/use_case/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_churn/use_case/index.md,87fac0a8620eca6b6927004668eac7e3fd96badf,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_churn/use_case/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_events/analytics/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_events/analytics/index.md,d3d19aee5b59ae8359668a39b95478ad47789aa8,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_events/analytics/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_events/creating_an_event_prediction/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_events/creating_an_event_prediction/index.md,e8bae5a9f51352537ab8962bb35a78912da5f603,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_events/creating_an_event_prediction/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-04-30T19:07:22+00:00
docs/User Guide/brazeai/predictive_suite/predictive_events/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_events/index.md,05bd87cd33ae73c0ca5e607bb5a86d8cc7bbe2b3,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_events/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/brazeai/predictive_suite/predictive_events/messaging_users/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_events/messaging_users/index.md,1300c4a1678ba4dabdd60d404a871e6121ede120,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_events/messaging_users/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-02-23T20:09:08+00:00
docs/User Guide/brazeai/predictive_suite/predictive_events/use_case/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/brazeai/predictive_suite/predictive_events/use_case/index.md,23ba8a1836e0d7d4ea711fe077bf4cd9c79defa6,braze_user_guide_md/docs/User Guide/brazeai/predictive_suite/predictive_events/use_case/index.md,index.md,brazeai,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/banners/create_a_banner/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/banners/create_a_banner/index.md,08f06f9b58e70965e39a87395a14ce35bf55f799,braze_user_guide_md/docs/User Guide/channels/banners/create_a_banner/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/banners/custom_code/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/banners/custom_code/index.md,5ee53438bd40199ba10c97dbde0460aa361ee155,braze_user_guide_md/docs/User Guide/channels/banners/custom_code/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-05T16:31:45+00:00
docs/User Guide/channels/banners/faq/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/banners/faq/index.md,b6f90471a199715b8b9dea3f5259ffa5362e9f02,braze_user_guide_md/docs/User Guide/channels/banners/faq/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/banners/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/banners/index.md,34e31750444c34eae179e7c554cd1b158bd2e9c2,braze_user_guide_md/docs/User Guide/channels/banners/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-05T15:44:45+00:00
docs/User Guide/channels/banners/reporting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/banners/reporting/index.md,bef16a546f26f985d267ee15590bb21f73a470d6,braze_user_guide_md/docs/User Guide/channels/banners/reporting/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/content_cards/best_practices/improving_low_latency_requirements/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/best_practices/improving_low_latency_requirements/index.md,b7e10f5173e8b4721c7248814d6f671df7771122,braze_user_guide_md/docs/User Guide/channels/content_cards/best_practices/improving_low_latency_requirements/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/content_cards/best_practices/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/best_practices/index.md,71475c3f2379d0277a6df5e3ee7f659031b6fb64,braze_user_guide_md/docs/User Guide/channels/content_cards/best_practices/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/content_cards/create_a_content_card/card_creation/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/create_a_content_card/card_creation/index.md,9a7628eb6e48c347a611e5cc5f0311dc5ee858e5,braze_user_guide_md/docs/User Guide/channels/content_cards/create_a_content_card/card_creation/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-21T21:08:36+00:00
docs/User Guide/channels/content_cards/create_a_content_card/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/create_a_content_card/index.md,f31df983813f4167f782e809c349f0355361f79d,braze_user_guide_md/docs/User Guide/channels/content_cards/create_a_content_card/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-22T17:56:28+00:00
docs/User Guide/channels/content_cards/creative_details/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/creative_details/index.md,d17ce500b95615883270a4daa9d7ebd9650a333e,braze_user_guide_md/docs/User Guide/channels/content_cards/creative_details/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/content_cards/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/index.md,cacb1c361042f615a2994760c059112fcd0914fc,braze_user_guide_md/docs/User Guide/channels/content_cards/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-07T22:13:29+00:00
docs/User Guide/channels/content_cards/reporting/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/content_cards/reporting/index.md,ee9cf0c80dd661a8e2abcbc21e2d1be67594d4e9,braze_user_guide_md/docs/User Guide/channels/content_cards/reporting/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-01T19:21:55+00:00
docs/User Guide/channels/email/best_practices/apple_mail/email_private_relay_apple_SSO/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/apple_mail/email_private_relay_apple_SSO/index.md,95b2e1c529dc2cbe5ce7ac7eaa697d9a6100c781,braze_user_guide_md/docs/User Guide/channels/email/best_practices/apple_mail/email_private_relay_apple_SSO/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/email/best_practices/apple_mail/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/apple_mail/index.md,71475c3f2379d0277a6df5e3ee7f659031b6fb64,braze_user_guide_md/docs/User Guide/channels/email/best_practices/apple_mail/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-24T19:56:41+00:00
docs/User Guide/channels/email/best_practices/apple_mail/mpp/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/apple_mail/mpp/index.md,8e6ea03e652f65eb2ce439bb170ee2e1befcb9f6,braze_user_guide_md/docs/User Guide/channels/email/best_practices/apple_mail/mpp/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/email/best_practices/email_guidelines/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/email_guidelines/index.md,6c5c45481fee31973c791e5d3c1aaf597b9b08b0,braze_user_guide_md/docs/User Guide/channels/email/best_practices/email_guidelines/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-14T23:17:02+00:00
docs/User Guide/channels/email/best_practices/email_styling/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/email_styling/index.md,4169b423b4912c25167b9fc829be5c04fb7f8856,braze_user_guide_md/docs/User Guide/channels/email/best_practices/email_styling/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-26T19:42:45+00:00
docs/User Guide/channels/email/best_practices/improve_deliverability/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/improve_deliverability/index.md,09e5a0e808bccc3dc71f635c26dabe6bcc2f0ed9,braze_user_guide_md/docs/User Guide/channels/email/best_practices/improve_deliverability/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-07T22:13:29+00:00
docs/User Guide/channels/email/best_practices/sunset_policies/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/best_practices/sunset_policies/index.md,804c4ea8c6bdb73b7c254a0a14acb4bf68ca7bde,braze_user_guide_md/docs/User Guide/channels/email/best_practices/sunset_policies/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/email/customize/amp_for_email/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/customize/amp_for_email/index.md,dc285c86bf26606251a899fd74d11a41caa04b6a,braze_user_guide_md/docs/User Guide/channels/email/customize/amp_for_email/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-20T17:37:14+00:00
docs/User Guide/channels/email/customize/custom_email_footer/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/customize/custom_email_footer/index.md,a051cc054f56e5260adf4abb099050d3e255bf38,braze_user_guide_md/docs/User Guide/channels/email/customize/custom_email_footer/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/email/customize/email_global_style_settings/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/customize/email_global_style_settings/index.md,3f621101209fa51a566a9279dfa3e387b579c393,braze_user_guide_md/docs/User Guide/channels/email/customize/email_global_style_settings/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-28T23:52:54+00:00
docs/User Guide/channels/email/customize/universal_links_and_app_links/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/customize/universal_links_and_app_links/index.md,075a1fd3f055b8de9fdc353875643adfc4ebd2a0,braze_user_guide_md/docs/User Guide/channels/email/customize/universal_links_and_app_links/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-05T19:49:52+00:00
docs/User Guide/channels/email/drag_and_drop/faq/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/drag_and_drop/faq/index.md,18cc3f8d59d447384098cc8297d3c2f55ac6d921,braze_user_guide_md/docs/User Guide/channels/email/drag_and_drop/faq/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-06-05T20:11:00+00:00
docs/User Guide/channels/email/drag_and_drop/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/drag_and_drop/index.md,d31eee08e0453d01ee0a62c3cf5d3db35bee488a,braze_user_guide_md/docs/User Guide/channels/email/drag_and_drop/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-28T16:38:51+00:00
docs/User Guide/channels/email/email_setup/authentication/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/authentication/index.md,local-prepopulated-sha,braze_user_guide_md/docs/User Guide/channels/email/email_setup/authentication/index.md,index.md,channels,2026-06-09T16:04:04.321Z,2026-05-22T21:14:41+00:00
docs/User Guide/channels/email/email_setup/consent_and_address_collection/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/consent_and_address_collection/index.md,55d0dbc919ff6590a37346ca62d5b5bcb4a41ca4,braze_user_guide_md/docs/User Guide/channels/email/email_setup/consent_and_address_collection/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/email/email_setup/deliverability_pitfalls_and_spam_traps/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/deliverability_pitfalls_and_spam_traps/index.md,86a6458bd933fc630c919b8003e05d5b54d13e29,braze_user_guide_md/docs/User Guide/channels/email/email_setup/deliverability_pitfalls_and_spam_traps/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/email/email_setup/email_validation/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/email_validation/index.md,a3ec0c4929053b5ab61d9fe0669e14d0b77d4538,braze_user_guide_md/docs/User Guide/channels/email/email_setup/email_validation/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-03-19T20:39:41+00:00
docs/User Guide/channels/email/email_setup/import_your_email_list/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/import_your_email_list/index.md,76061f8c7df9cdd4a58efe5168ecd53535678893,braze_user_guide_md/docs/User Guide/channels/email/email_setup/import_your_email_list/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-07T22:13:29+00:00
docs/User Guide/channels/email/email_setup/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/index.md,40783b8bd5fad4633d19bb07fdcae7a96632f8e7,braze_user_guide_md/docs/User Guide/channels/email/email_setup/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-08T22:57:13+00:00
docs/User Guide/channels/email/email_setup/ip_warming/automated_ip_warming/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/ip_warming/automated_ip_warming/index.md,195378c43f7b5f6783df3c87dbd6dda724958bdc,braze_user_guide_md/docs/User Guide/channels/email/email_setup/ip_warming/automated_ip_warming/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-04-08T17:30:15+00:00
docs/User Guide/channels/email/email_setup/ip_warming/index.md,https://raw.githubusercontent.com/braze-inc/release-notes/main/docs/User%20Guide/channels/email/email_setup/ip_warming/index.md,3bae3b65812302b8d1cf5bbf8557a97e9a97e856,braze_user_guide_md/docs/User Guide/channels/email/email_setup/ip_warming/index.md,index.md,channels,2026-06-10T11:58:16.563899+00:00,2026-05-26T19:02:29+00:00
